PREDATOR,PREY,source,pred_lifestage,prey_lifestage,area,ref,notes,Quality,yref,nref
Pleuronectes platessa,Asterias rubens,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,11
Pleuronectes platessa,Buglossidium luteum,Diet,NA,NA,North Sea,"Schückel, S., Sell, A. F., Kröncke, I., & Reiss, H. (2012). Diet overlap among flatfish species in the southern North Sea. Journal of Fish Biology, 80(7), 2571-2594.",NA,1,2012,1
Pleuronectes platessa,Callionymus lyra,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Pleuronectes platessa,Clupea harengus,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,14
Pleuronectes platessa,Corystes cassivelaunus,Diet,NA,NA,Irish Sea,"Jones, N. S. (1952). The bottom fauna and the food of flatfish off the Cumberland coast. The Journal of Animal Ecology, 182-205.",NA,1,1952,3
Pleuronectes platessa,Crangon allmanni,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,21
Pleuronectes platessa,Crangon crangon,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",NA,1,1940,26
Pleuronectes platessa,Echinocardium cordatum,Diet,NA,NA,Irish Sea,"Carter, C. G., Grove, D. J., & Carter, D. M. (1991). Trophic resource partitioning between two coexisting flatfish species off the north coast of Anglesey, North Wales. Netherlands Journal of Sea Research, 27(3-4), 325-335.",NA,1,1991,8
Pleuronectes platessa,Euspira nitida,Diet,NA,NA,North Sea,"Schückel, S., Sell, A. F., Kröncke, I., & Reiss, H. (2012). Diet overlap among flatfish species in the southern North Sea. Journal of Fish Biology, 80(7), 2571-2594.",NA,1,2012,3
Pleuronectes platessa,Hyperoplus lanceolatus,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.","Feeds on several species that belongs or belonged to genus ""Ammodytes"" ",4,1973,4
Pleuronectes platessa,Limanda limanda,GlobiDataBase,NA,NA,North Sea,"Gibson, R. N., & Robb, L. (1996). Piscine predation on juvenile fishes on a Scottish sandy beach. Journal of fish biology, 49(1), 120-138.",NA,4,1996,3
Pleuronectes platessa,Liocarcinus depurator,Diet,NA,NA,Irish Sea,"Carter, C. G., Grove, D. J., & Carter, D. M. (1991). Trophic resource partitioning between two coexisting flatfish species off the north coast of Anglesey, North Wales. Netherlands Journal of Sea Research, 27(3-4), 325-335.","Feeds on several species that belongs or belonged to genus ""Liocarcinus""",4,1991,3
Pleuronectes platessa,Liocarcinus holsatus,Diet,NA,NA,North Sea,"De Clerck, R., & Buseyne, D. (1989). On the feeding of plaice (Pleuronectes platessa L.) in the southern North Sea. International Council for the Exploration of the Sea (ICES).",NA,2,1989,4
Pleuronectes platessa,Loligo vulgaris,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",Inferred from genus Loligo,4,2014,1
Pleuronectes platessa,Macroalgae,Diet,juveniles,NA,Irish Sea,"Macer, C. T. (1967). The food web in Red Wharf Bay (North Wales) with particular reference to young plaice (Pleuronectes platessa). Helgoländer Wissenschaftliche Meeresuntersuchungen, 15(1), 560.",Weed,1,1967,1
Pleuronectes platessa,Macrophyta,Diet,NA,NA,Baltic Sea,"Rauschenplat, E. A. (1901). Ueber die nahrung von thieren aus der Kieler bucht. Druck von Schmidt & Klaunig.",NA,1,1901,1
Pleuronectes platessa,Merlangius merlangus,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Pleuronectes platessa,Microalgae,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",Diatoms,1,1940,1
Pleuronectes platessa,Ophiura albida,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,9
Pleuronectes platessa,Pagurus bernhardus,Diet,NA,NA,Irish Sea,"Jones, N. S. (1952). The bottom fauna and the food of flatfish off the Cumberland coast. The Journal of Animal Ecology, 182-205.",NA,1,1952,5
Pleuronectes platessa,Pandalina brevirostris,Diet,NA,NA,Irish Sea,"Jones, N. S. (1952). The bottom fauna and the food of flatfish off the Cumberland coast. The Journal of Animal Ecology, 182-205.",NA,1,1952,3
Pleuronectes platessa,Philocheras bispinosus bispinosus,Diet,NA,NA,North Sea,"Petersen, C. J. (1911). Valuation of the sea. I. Animal life of the sea-bottom, its food and quantity. Rep. Dan. Biol. Sta., 20, 3–81.","Feeds on several species that belongs or belonged to genus ""Crangon""",4,1911,8
Pleuronectes platessa,Pleuronectes platessa,Diet,juveniles,juveniles,Atlantic Ocean,"Edwards, R., & Steele, J. H. (1968). The ecology of 0-group plaice and common dabs at Loch Ewe I. Population and food. Journal of Experimental Marine Biology and Ecology, 2(3), 215-238.",predator: II-group Pleuronectes platessa,1,1968,2
Pleuronectes platessa,Pomatoschistus minutus,Diet,NA,NA,North Sea,"Doornbos, G., & Twisk, F. (1984). Density, growth and annual food consumption of plaice (Pleuronectes platessa L.) and flounder (Platichthys flesus (L.)) in Lake Grevelingen, The Netherlands. Netherlands journal of sea research, 18(3-4), 434-456.",NA,1,1984,7
Pleuronectes platessa,Processa modica modica,Diet,NA,NA,English Channel,"Steven, G. A. (1930). Bottom fauna and the food of fishes. Journal of the Marine Biological Association of the United Kingdom, 16(3), 677-706.","Feeds on several species that belongs or belonged to genus ""Processa""",4,1930,2
Pleuronectes platessa,Processa nouveli holthuisi,Diet,NA,NA,English Channel,"Steven, G. A. (1930). Bottom fauna and the food of fishes. Journal of the Marine Biological Association of the United Kingdom, 16(3), 677-706.","Feeds on several species that belongs or belonged to genus ""Processa""",4,1930,2
Pleuronectes platessa,Solea solea,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,1
Pleuronectes platessa,Sprattus sprattus,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Pleuronectes platessa,Turritella communis,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,5
Pleuronectes platessa,Zooplankton,Diet,juveniles,NA,Wadden Sea,"Thijssen, R., Lever, A. J. & Lever, J. (1974). Food consumption and feeding periodicity in 0-group plaice (Pleuronectes platessa) in the tidal area of a sandy beach. Neth. J. Sea Res. 8,369-377.",NA,1,1974,3
Pomatoschistus minutus,Crangon allmanni,Diet,NA,NA,Irish Sea,"Macer, C. T. (1967). The food web in Red Wharf Bay (North Wales) with particular reference to young plaice (Pleuronectes platessa). Helgoländer Wissenschaftliche Meeresuntersuchungen, 15(1), 560.","Feeds on several species that belongs or belonged to genus ""Crangon""",4,1967,2
Pomatoschistus minutus,Crangon crangon,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",NA,1,1940,12
Pomatoschistus minutus,Limanda limanda,GlobiDataBase,NA,NA,North Sea,"Gibson, R. N., & Robb, L. (1996). Piscine predation on juvenile fishes on a Scottish sandy beach. Journal of fish biology, 49(1), 120-138.",NA,4,1996,1
Pomatoschistus minutus,Pandalina brevirostris,Diet,juveniles,NA,English Channel,"Lebour, M. V. (1920). The food of young fish no. III (1919). Journal of the Marine Biological Association of the United Kingdom, 12(2), 261-324.","Feeds on several species that belongs or belonged to genus ""Pandalus""",4,1920,1
Pomatoschistus minutus,Philocheras bispinosus bispinosus,Diet,NA,NA,Irish Sea,"Macer, C. T. (1967). The food web in Red Wharf Bay (North Wales) with particular reference to young plaice (Pleuronectes platessa). Helgoländer Wissenschaftliche Meeresuntersuchungen, 15(1), 560.","Feeds on several species that belongs or belonged to genus ""Crangon""",4,1967,1
Pomatoschistus minutus,Pleuronectes platessa,Diet,NA,juveniles,English Channel,"Le Mao, P. (1986). Feeding relationships between the benthic infauna and the dominant benthic fish of the Rance Estuary (France). Journal of the Marine Biological Association of the United Kingdom, 66(2), 391-401.",NA,1,1986,1
Pomatoschistus minutus,Pomatoschistus minutus,FishBase,adults,juveniles,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,4
Pomatoschistus minutus,Zooplankton,Diet,juveniles,NA,North Sea,"Pihl, L. (1985). Food selection and consumption of mobile epibenthic fauna in shallow marine areas. Marine Ecology Progress Series, 169-179.",NA,4,1985,1
Processa modica modica,Bacteria,Diet,NA,NA,North Atlantic,"Christian, R. R., & Luczkovich, J. J. (1999). Organizing and understanding a winter’s seagrass foodweb network through effective trophic levels. Ecological Modelling, 117(1), 99–124.","Based on diet of several species which belongs or belonged to genus ""Processa"" according to Globi follwing this reference",4,1999,1
Processa nouveli holthuisi,Bacteria,Diet,NA,NA,North Atlantic,"Christian, R. R., & Luczkovich, J. J. (1999). Organizing and understanding a winter’s seagrass foodweb network through effective trophic levels. Ecological Modelling, 117(1), 99–124.","Based on diet of several species which belongs or belonged to genus ""Processa"" according to Globi follwing this reference",4,1999,1
Scomber scombrus,Aphrodita aculeata,Diet,NA,NA,North Sea,"Westgård, T. (1982). Report of the meeting of the coordinators of the North Sea stomach sampling project 1981 [IJmuiden, 12-16 July, 1982]. ICES.",NA,2,1982,5
Scomber scombrus,Arnoglossus laterna,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,7
Scomber scombrus,Callionymus lyra,Diet,NA,NA,North Sea,"Westgård, T. (1982). Report of the meeting of the coordinators of the North Sea stomach sampling project 1981 [IJmuiden, 12-16 July, 1982]. ICES.",NA,2,1982,6
Scomber scombrus,Clupea harengus,Diet,NA,NA,North Sea,"Westgård, T. (1982). Report of the meeting of the coordinators of the North Sea stomach sampling project 1981 [IJmuiden, 12-16 July, 1982]. ICES.",NA,2,1982,19
Scomber scombrus,Crangon allmanni,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Scomber scombrus,Crangon crangon,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",NA,1,1940,1
Scomber scombrus,Engraulis encrasicolus,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,3
Scomber scombrus,Gadus morhua,Diet,NA,NA,North Sea,"Mehl, S. and Westgård, T. (1983). The diet and consumption of mackerel in the North Sea. ICES C.M. 1983/H:34.",NA,2,1983,14
Scomber scombrus,Hippolyte varians,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,7
Scomber scombrus,Hyperoplus lanceolatus,Diet,NA,NA,North Sea,"Westgård, T. (1982). Report of the meeting of the coordinators of the North Sea stomach sampling project 1981 [IJmuiden, 12-16 July, 1982]. ICES.",NA,2,1982,5
Scomber scombrus,Limanda limanda,Diet,NA,NA,North Sea,"Westgård, T. (1982). Report of the meeting of the coordinators of the North Sea stomach sampling project 1981 [IJmuiden, 12-16 July, 1982]. ICES.",NA,2,1982,6
Scomber scombrus,Liocarcinus holsatus,GlobiDataBase,NA,NA,North Sea,"Cooperative Research Report No. 164; Cooperative Research Report No. 219, ICES Stomach Dataset Impl, ICES",NA,4,1900,4
Scomber scombrus,Loligo vulgaris,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,Inferred from genus Loligo,4,2012,2
Scomber scombrus,Macroalgae,Diet,NA,NA,North Sea,"Mehl, S. and Westgård, T. (1983). The diet and consumption of mackerel in the North Sea. ICES C.M. 1983/H:34.","Prey: Phaeophyceae, Fucaceae, Rhodophyceae",2,1983,1
Scomber scombrus,Merlangius merlangus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,5
Scomber scombrus,Pagurus bernhardus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scomber scombrus,Phytoplankton,Dapstom,NA,NA,Celtic Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,1
Scomber scombrus,Pleuronectes platessa,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scomber scombrus,Pomatoschistus minutus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,7
Scomber scombrus,Scomber scombrus,GlobiDataBase,adults,NA,North Sea,"Pinnegar, J. K. et al. (2003). Does diet in Celtic Sea fishes reflect prey availability?. Journal of Fish Biology, 63(Supplement A), 197-212.",NA,4,2003,1
Scomber scombrus,Sprattus sprattus,Diet,NA,NA,English Channel,"Hartley, P. H. T. (1940). The Saltash tuck-net fishery and the ecology of some estuarine fishes. Journal of the Marine Biological Association of the United Kingdom, 24(1), 1-68.",NA,1,1940,11
Scomber scombrus,Trachurus trachurus,Diet,NA,NA,North Sea,"Westgård, T. (1982). Report of the meeting of the coordinators of the North Sea stomach sampling project 1981 [IJmuiden, 12-16 July, 1982]. ICES.",NA,2,1982,9
Scomber scombrus,Zooplankton,Diet,juveniles,NA,English Channel,"Lebour, M. V. (1920). The food of young fish no. III (1919). Journal of the Marine Biological Association of the United Kingdom, 12(2), 261-324.",Scomber <-Genus,4,1920,1
Scophthalmus maximus,Agonus cataphractus,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,2
Scophthalmus maximus,Alosa fallax,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,6
Scophthalmus maximus,Aphrodita aculeata,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,5
Scophthalmus maximus,Arnoglossus laterna,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,4
Scophthalmus maximus,Astropecten irregularis,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",Inferred from genus Astropecten,4,2018,2
Scophthalmus maximus,Buglossidium luteum,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,3
Scophthalmus maximus,Callionymus lyra,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,8
Scophthalmus maximus,Chelidonichthys lucerna,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.","Feeds on several species that belongs or belonged to genus ""Trigla"", not included in our species list",4,1973,2
Scophthalmus maximus,Clupea harengus,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,4
Scophthalmus maximus,Crangon allmanni,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,2
Scophthalmus maximus,Crangon crangon,Diet,juveniles,juveniles,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,6
Scophthalmus maximus,Enchelyopus cimbrius,GlobiDataBase,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,4,2012,1
Scophthalmus maximus,Eutrigla gurnardus,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,3
Scophthalmus maximus,Gadus morhua,FishBase,adults,juveniles,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,8
Scophthalmus maximus,Hippoglossoides platessoides,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,2
Scophthalmus maximus,Limanda limanda,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,3
Scophthalmus maximus,Loligo vulgaris,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.","Feeds on several species that belongs or belonged to genus ""Loligo"" ",4,1973,1
Scophthalmus maximus,Merlangius merlangus,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,3
Scophthalmus maximus,Pagurus bernhardus,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,5
Scophthalmus maximus,Pleuronectes platessa,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,3
Scophthalmus maximus,Pomatoschistus minutus,Diet,juveniles,NA,Irish Sea,"Jones, A. (1973). The ecology of young turbot, Scophthalmus maximus (L.), at Borth, Cardiganshire, Wales. Journal of Fish Biology, 5(3), 367-383.",NA,1,1973,4
Scophthalmus maximus,Scomber scombrus,GlobiDataBase,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,4,2012,1
Scophthalmus maximus,Scophthalmus maximus,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,2
Scophthalmus maximus,Solea solea,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,2
Scophthalmus maximus,Sprattus sprattus,Diet,NA,NA,North Sea,"Besyst, B., Cattrijsse, A., & Mees, J. (1999). Feeding ecology of juvenile flatfishes of the surf zone of a sandy beach. Journal of Fish Biology, 55(6), 1171-1186.",NA,1,1999,3
Scophthalmus maximus,Trachurus trachurus,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,2,2018,2
Scophthalmus maximus,Zooplankton,Diet,juveniles,NA,English Channel,"Lebour, M. V. (1920). The food of young fish no. III (1919). Journal of the Marine Biological Association of the United Kingdom, 12(2), 261-324.",NA,4,1920,3
Scophthalmus rhombus,Agonus cataphractus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scophthalmus rhombus,Buglossidium luteum,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scophthalmus rhombus,Callionymus lyra,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,10
Scophthalmus rhombus,Chelidonichthys lucerna,GlobiDataBase,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,4,2012,1
Scophthalmus rhombus,Clupea harengus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,9
Scophthalmus rhombus,Crangon allmanni,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,7
Scophthalmus rhombus,Crangon crangon,Diet,NA,juveniles,North Sea,"Besyst, B., Cattrijsse, A., & Mees, J. (1999). Feeding ecology of juvenile flatfishes of the surf zone of a sandy beach. Journal of Fish Biology, 55(6), 1171-1186.",NA,1,1999,6
Scophthalmus rhombus,Enchelyopus cimbrius,GlobiDataBase,NA,NA,North Sea,"Cooperative Research Report No. 164; Cooperative Research Report No. 219, ICES Stomach Dataset Impl, ICES",NA,4,1900,2
Scophthalmus rhombus,Eutrigla gurnardus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scophthalmus rhombus,Gadus morhua,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,11
Scophthalmus rhombus,Hippoglossoides platessoides,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scophthalmus rhombus,Hyperoplus lanceolatus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,5
Scophthalmus rhombus,Limanda limanda,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Scophthalmus rhombus,Liocarcinus holsatus,GlobiDataBase,NA,NA,NA,"Muus, B. J., & Nielsen, J. G. (1999). Sea fish. Scandinavian Fishing Year Book, Hedehusene, Denmark. 340 p.",NA,4,1999,2
Scophthalmus rhombus,Merlangius merlangus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Scophthalmus rhombus,Myoxocephalus scorpius,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scophthalmus rhombus,Pagurus bernhardus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,7
Scophthalmus rhombus,Pleuronectes platessa,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Scophthalmus rhombus,Pomatoschistus minutus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,12
Scophthalmus rhombus,Solea solea,GlobiDataBase,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,4,2012,2
Scophthalmus rhombus,Sprattus sprattus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,6
Scophthalmus rhombus,Trachurus trachurus,Diet,NA,NA,North Sea,ICES. (2012). Stomach Dataset. ICES-CIEM Stomach Data (1981-2010). Copenhagen.,NA,2,2012,4
Scophthalmus rhombus,Turritella communis,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
Scophthalmus rhombus,Zooplankton,FishBase,adults,adults,NA,"Froese, R. and D. Pauly. Editors. (2018). FishBase. World Wide Web electronic publication. www.fishbase.org, version (02/2018).",NA,4,2018,1
Solea solea,Amphiura filiformis,Diet,NA,NA,Irish Sea,"Jones, N. S. (1952). The bottom fauna and the food of flatfish off the Cumberland coast. The Journal of Animal Ecology, 182-205.",NA,1,1952,3
Solea solea,Aphrodita aculeata,Diet,NA,NA,Irish Sea,"Jones, N. S. (1952). The bottom fauna and the food of flatfish off the Cumberland coast. The Journal of Animal Ecology, 182-205.",NA,1,1952,2
Solea solea,Crangon allmanni,Dapstom,NA,NA,North Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,7
Solea solea,Crangon crangon,Diet,NA,NA,North Sea,"Braber, L., & De Groot, S. J. (1973). The food of five flatfish species (Pleuronectiformes) in the southern North Sea. Netherlands Journal of Sea Research, 6(1-2), 163-172.",NA,1,1973,8
Solea solea,Echinocardium cordatum,Dapstom,NA,NA,Irish Sea,"Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.",,2,2014,2
